EmployeeNumber,Age,Gender,Education,EducationField,MaritalStatus,JobRole,JobLevel,Department,MonthlyIncome,PercentSalaryHike,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,StandardHours,OverTime,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TrainingTimesLastYear,YearsSinceLastPromotion,DistanceFromHome,WorkLifeBalance,BusinessTravel,Churn
1025,41,Female,2,Medical,Single,Manufacturing Director,2,Research & Development,5003,14,3,3,4,2,3,80,No,6,8,2,6,1,7,2,3,2,Travel_Rarely,No
1026,39,Female,1,Life Sciences,Married,Manufacturing Director,4,Research & Development,12742,16,2,4,4,3,3,80,No,1,21,21,3,8,1,11,3,6,Travel_Rarely,No
1027,27,Female,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,4227,18,3,4,1,2,3,80,No,0,4,3,2,2,2,2,3,2,Travel_Rarely,No
1028,35,Male,3,Other,Divorced,Laboratory Technician,1,Research & Development,3917,20,3,4,2,1,4,80,No,1,3,3,4,2,10,1,2,2,Travel_Rarely,No
1029,42,Male,2,Marketing,Married,Manager,5,Sales,18303,13,3,3,4,2,3,80,No,6,21,1,3,0,5,0,4,0,Travel_Rarely,No
1030,50,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,2380,18,3,4,1,2,3,80,No,4,8,1,5,0,9,0,3,0,Travel_Rarely,No
1032,59,Female,3,Life Sciences,Single,Manufacturing Director,4,Research & Development,13726,13,2,4,3,1,3,80,Yes,3,30,5,4,3,2,4,3,3,Travel_Rarely,No
1033,37,Female,2,Medical,Married,Healthcare Representative,2,Research & Development,4777,15,1,2,1,1,3,80,No,5,15,1,2,0,11,0,1,0,Travel_Rarely,Yes
1034,55,Male,4,Medical,Married,Healthcare Representative,2,Research & Development,6385,14,3,2,3,4,3,80,Yes,3,17,8,3,7,18,6,3,7,Travel_Frequently,No
1035,41,Female,1,Life Sciences,Divorced,Research Director,5,Research & Development,19973,22,1,3,2,2,4,80,No,1,21,21,3,10,7,5,3,16,Non-Travel,No
1036,38,Male,4,Life Sciences,Single,Sales Executive,2,Sales,6861,12,3,4,2,3,3,80,Yes,8,19,1,1,0,3,0,3,0,Travel_Rarely,No
1037,26,Male,2,Medical,Single,Sales Executive,2,Sales,4969,18,1,1,2,4,3,80,No,8,7,2,6,2,29,2,3,2,Non-Travel,Yes
1038,52,Female,1,Marketing,Married,Manager,5,Sales,19845,15,1,4,1,4,3,80,No,1,33,32,3,9,2,6,3,14,Travel_Rarely,Yes
1039,44,Female,3,Medical,Married,Sales Executive,4,Sales,13320,18,4,4,4,3,3,80,Yes,3,23,12,2,11,28,11,3,11,Travel_Rarely,No
1040,50,Female,3,Life Sciences,Married,Sales Executive,2,Sales,6347,12,3,3,4,1,3,80,No,0,19,18,3,13,1,0,3,7,Non-Travel,No
1042,36,Female,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,2743,16,4,1,3,3,3,80,No,1,18,17,1,14,16,15,3,13,Travel_Rarely,Yes
1043,39,Female,3,Medical,Single,Manufacturing Director,3,Research & Development,10880,13,3,1,4,3,3,80,Yes,1,21,21,2,8,22,2,3,6,Travel_Frequently,No
1044,33,Female,1,Life Sciences,Single,Sales Representative,1,Sales,2342,19,2,4,2,4,3,80,No,0,3,2,2,2,8,2,2,2,Non-Travel,No
1045,45,Female,2,Life Sciences,Married,Manager,4,Sales,17650,13,3,4,4,2,3,80,No,3,26,9,4,1,11,1,4,3,Travel_Rarely,No
1046,32,Female,4,Medical,Single,Laboratory Technician,1,Research & Development,4025,12,3,3,4,2,3,80,No,9,10,8,2,7,29,7,3,7,Non-Travel,No
1047,34,Male,4,Marketing,Divorced,Sales Executive,2,Sales,9725,11,4,4,2,4,3,80,No,0,16,15,2,9,1,0,2,1,Travel_Rarely,No
1048,59,Male,2,Technical Degree,Married,Manager,3,Sales,11904,14,3,4,2,3,3,80,Yes,3,14,6,1,4,1,0,1,4,Travel_Rarely,No
1049,45,Male,4,Medical,Single,Human Resources,1,Human Resources,2177,16,3,2,2,1,3,80,No,1,6,6,3,4,24,0,3,3,Travel_Rarely,No
1050,53,Female,3,Marketing,Married,Sales Executive,3,Sales,7525,12,2,2,3,1,3,80,No,2,30,15,2,12,2,6,3,7,Travel_Frequently,No
1052,36,Male,3,Other,Divorced,Laboratory Technician,2,Research & Development,4834,14,3,3,1,2,3,80,No,7,9,1,3,0,15,0,2,0,Travel_Rarely,Yes
1053,26,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2042,14,3,1,1,2,3,80,Yes,6,6,3,2,2,2,1,3,2,Travel_Frequently,Yes
1055,34,Female,4,Life Sciences,Married,Sales Representative,1,Sales,2220,19,3,3,3,4,3,80,Yes,1,1,1,2,0,10,0,3,1,Travel_Rarely,No
1056,28,Male,1,Medical,Married,Sales Representative,1,Sales,1052,22,3,2,4,2,4,80,No,1,1,1,5,0,10,0,3,0,Travel_Rarely,No
1060,38,Male,4,Other,Married,Research Scientist,1,Research & Development,2821,16,3,3,3,1,3,80,No,3,8,2,2,2,3,2,3,2,Travel_Frequently,No
1061,50,Male,4,Medical,Married,Research Director,5,Research & Development,19237,11,3,3,2,4,3,80,Yes,2,29,8,2,7,2,7,2,1,Travel_Rarely,No
1062,37,Female,3,Other,Single,Healthcare Representative,2,Research & Development,4107,15,3,2,4,1,3,80,No,3,8,4,3,1,3,0,2,3,Travel_Rarely,No
1066,40,Male,3,Marketing,Married,Sales Executive,2,Sales,8396,14,3,1,3,2,3,80,No,1,8,7,3,5,26,7,2,7,Travel_Rarely,No
1068,26,Female,1,Medical,Divorced,Research Scientist,1,Research & Development,2007,13,2,3,1,3,3,80,No,1,5,5,5,3,1,1,3,3,Travel_Frequently,No
1069,46,Male,4,Medical,Divorced,Research Director,5,Research & Development,19627,17,3,4,4,4,3,80,No,9,23,2,0,2,1,2,3,2,Travel_Rarely,No
1070,54,Female,4,Life Sciences,Married,Sales Executive,3,Sales,10686,11,2,3,3,2,3,80,No,6,13,9,4,0,2,7,3,4,Travel_Rarely,No
1071,56,Female,3,Medical,Married,Research Scientist,1,Research & Development,2942,19,3,3,1,2,3,80,No,2,18,5,4,3,9,0,3,4,Travel_Frequently,No
1073,36,Female,5,Medical,Single,Manufacturing Director,3,Research & Development,8858,11,2,4,4,2,3,80,No,0,15,14,2,8,12,7,2,8,Travel_Rarely,No
1074,55,Male,1,Medical,Single,Manager,4,Research & Development,16756,15,2,1,3,2,3,80,No,7,31,9,3,2,2,6,4,7,Non-Travel,No
1076,43,Male,3,Medical,Divorced,Sales Executive,3,Sales,10798,13,2,4,3,3,3,80,No,5,18,1,5,0,25,0,3,0,Travel_Rarely,No
1077,20,Female,3,Marketing,Single,Sales Representative,1,Sales,2323,14,3,4,4,2,3,80,Yes,1,2,2,3,2,9,0,3,2,Travel_Frequently,Yes
1079,21,Female,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,1416,13,2,1,3,1,3,80,No,1,1,1,6,0,10,1,2,0,Travel_Rarely,Yes
1080,46,Female,4,Life Sciences,Divorced,Research Scientist,2,Research & Development,4615,23,2,1,4,1,4,80,Yes,8,19,16,2,7,8,1,3,13,Travel_Rarely,No
1081,51,Male,4,Life Sciences,Married,Research Scientist,1,Research & Development,2461,12,3,3,1,3,3,80,Yes,9,18,10,2,7,4,2,4,0,Travel_Rarely,Yes
1082,28,Male,2,Technical Degree,Single,Healthcare Representative,3,Research & Development,8722,12,2,1,2,1,3,80,No,1,10,10,2,9,24,1,2,7,Non-Travel,Yes
1083,26,Male,2,Medical,Married,Laboratory Technician,1,Research & Development,3955,16,2,1,1,1,3,80,No,1,6,5,2,3,1,1,3,3,Travel_Rarely,No
1084,30,Male,3,Other,Married,Manufacturing Director,2,Research & Development,9957,15,3,1,3,3,3,80,No,0,7,6,1,2,20,0,2,2,Travel_Rarely,No
1085,41,Female,2,Technical Degree,Married,Research Scientist,1,Research & Development,3376,13,4,3,2,3,3,80,No,1,10,10,3,8,7,0,3,6,Travel_Rarely,No
1088,38,Female,1,Life Sciences,Married,Healthcare Representative,3,Research & Development,8823,18,2,3,3,1,3,80,No,0,20,19,4,9,17,1,2,9,Travel_Rarely,No
1092,40,Male,4,Technical Degree,Married,Healthcare Representative,3,Research & Development,10322,20,3,4,1,4,4,80,No,4,14,11,6,1,20,11,3,10,Travel_Rarely,No
1094,27,Male,5,Life Sciences,Married,Laboratory Technician,1,Research & Development,4621,19,1,3,1,4,3,80,No,1,3,3,4,2,8,1,3,2,Non-Travel,No
1096,55,Male,1,Life Sciences,Married,Manufacturing Director,3,Research & Development,10976,18,3,2,4,2,3,80,No,3,23,3,4,2,2,1,3,2,Travel_Frequently,No
1097,28,Female,3,Other,Single,Research Scientist,2,Research & Development,3660,13,3,3,3,4,3,80,No,3,10,8,4,7,10,1,4,7,Travel_Rarely,No
1098,44,Male,2,Medical,Married,Human Resources,3,Human Resources,10482,14,2,1,2,4,3,80,No,9,24,20,1,6,1,3,3,6,Travel_Rarely,Yes
1099,33,Male,3,Life Sciences,Divorced,Healthcare Representative,3,Research & Development,7119,15,2,4,4,3,3,80,No,4,9,3,2,2,5,1,3,2,Travel_Rarely,No
1100,35,Male,3,Technical Degree,Single,Sales Executive,3,Sales,9582,22,3,1,4,1,4,80,Yes,0,9,8,2,7,4,4,3,7,Travel_Rarely,Yes
1101,33,Female,4,Medical,Single,Research Scientist,2,Research & Development,4508,22,2,3,1,2,4,80,No,1,14,13,4,8,29,3,3,7,Travel_Frequently,Yes
1102,28,Male,2,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2207,16,3,3,1,4,3,80,No,1,4,4,5,2,15,2,2,2,Travel_Rarely,No
1103,34,Male,1,Life Sciences,Single,Healthcare Representative,2,Research & Development,7756,17,3,4,1,3,3,80,No,0,7,6,1,4,3,0,2,2,Travel_Frequently,No
1105,37,Female,4,Life Sciences,Divorced,Sales Executive,2,Sales,6694,14,2,4,4,3,3,80,Yes,2,8,1,5,0,10,0,3,0,Travel_Rarely,No
1106,25,Male,1,Technical Degree,Married,Laboratory Technician,1,Research & Development,3691,15,3,4,4,2,3,80,Yes,1,7,7,3,6,4,5,4,7,Travel_Rarely,Yes
1107,26,Male,3,Medical,Divorced,Laboratory Technician,1,Research & Development,2377,20,3,3,1,3,4,80,No,1,1,1,0,0,21,0,2,1,Travel_Rarely,Yes
1108,33,Male,3,Medical,Single,Research Scientist,1,Research & Development,2313,20,2,2,1,2,4,80,Yes,4,5,2,0,2,25,2,3,2,Travel_Rarely,Yes
1109,42,Male,2,Medical,Married,Manager,4,Research & Development,17665,17,3,1,4,4,3,80,No,0,23,22,3,7,2,13,3,6,Travel_Rarely,No
1111,28,Male,3,Medical,Divorced,Laboratory Technician,1,Research & Development,2596,15,2,2,1,1,3,80,No,1,1,1,2,0,1,0,3,0,Travel_Frequently,Yes
1113,50,Male,4,Other,Single,Sales Executive,2,Sales,4728,14,3,3,4,4,3,80,Yes,3,5,0,4,0,1,0,3,0,Travel_Frequently,Yes
1114,33,Female,3,Life Sciences,Married,Sales Executive,2,Sales,4302,17,3,2,4,3,3,80,No,0,4,3,3,2,7,0,3,2,Travel_Frequently,No
1115,34,Male,4,Life Sciences,Married,Research Scientist,1,Research & Development,2979,17,2,4,3,4,3,80,No,3,6,0,2,0,3,0,3,0,Non-Travel,No
1116,48,Male,4,Medical,Single,Manager,4,Research & Development,16885,22,4,4,1,3,4,80,No,2,27,5,3,1,1,2,2,4,Non-Travel,No
1117,45,Female,4,Life Sciences,Married,Sales Executive,2,Sales,5593,13,2,3,2,4,3,80,No,1,15,15,2,12,9,4,3,10,Non-Travel,No
1118,52,Male,4,Life Sciences,Single,Healthcare Representative,3,Research & Development,10445,19,3,2,2,4,3,80,No,7,18,8,4,0,7,4,3,6,Travel_Rarely,No
1119,38,Male,4,Marketing,Divorced,Sales Executive,3,Sales,8740,14,2,3,3,2,3,80,Yes,0,9,8,2,7,10,2,3,7,Travel_Rarely,No
1120,29,Female,4,Life Sciences,Divorced,Research Scientist,1,Research & Development,2514,22,3,4,3,1,4,80,No,4,11,7,1,7,28,1,3,5,Travel_Rarely,No
1121,28,Female,3,Medical,Divorced,Manufacturing Director,3,Research & Development,7655,17,3,2,4,2,3,80,No,0,10,9,3,7,3,1,2,7,Travel_Rarely,No
1124,46,Male,1,Marketing,Married,Manager,4,Sales,17465,12,3,3,1,4,3,80,No,3,23,12,3,9,3,4,3,9,Travel_Rarely,No
1125,38,Male,2,Marketing,Single,Sales Executive,3,Sales,7351,16,3,2,4,3,3,80,No,7,10,1,2,0,2,0,3,0,Travel_Rarely,No
1126,43,Female,3,Life Sciences,Married,Manufacturing Director,3,Research & Development,10820,11,3,1,3,3,3,80,No,8,18,8,1,1,27,0,3,7,Travel_Frequently,No
1127,39,Male,3,Life Sciences,Divorced,Healthcare Representative,4,Research & Development,12169,11,3,4,1,4,3,80,No,7,21,18,4,5,2,11,3,7,Travel_Frequently,Yes
1128,40,Male,3,Medical,Single,Research Director,5,Research & Development,19626,14,2,3,3,1,3,80,No,1,21,20,2,9,14,4,4,7,Travel_Rarely,No
1131,21,Female,1,Technical Degree,Single,Research Scientist,1,Research & Development,2070,11,2,2,4,3,3,80,Yes,1,2,2,6,2,1,2,4,2,Travel_Rarely,No
1132,39,Male,3,Life Sciences,Single,Laboratory Technician,2,Research & Development,6782,15,3,2,3,3,3,80,No,9,9,5,2,3,9,0,2,4,Non-Travel,No
1133,36,Male,4,Life Sciences,Single,Manufacturing Director,2,Research & Development,7779,20,3,4,1,1,4,80,No,2,18,11,0,9,18,0,3,9,Non-Travel,No
1135,31,Male,3,Life Sciences,Married,Sales Representative,1,Sales,2791,12,4,4,3,1,3,80,No,0,3,2,4,2,20,2,3,2,Travel_Frequently,No
1136,28,Male,1,Life Sciences,Married,Research Scientist,1,Research & Development,3201,17,2,2,1,1,3,80,No,0,6,5,2,4,2,0,1,3,Travel_Rarely,No
1137,35,Male,2,Marketing,Divorced,Sales Executive,2,Sales,4968,11,3,4,4,4,3,80,No,1,5,5,3,2,11,0,3,2,Travel_Frequently,No
1138,49,Male,4,Technical Degree,Married,Sales Executive,4,Sales,13120,17,2,2,4,2,3,80,No,6,22,9,3,3,8,2,3,8,Travel_Rarely,No
1140,34,Male,2,Life Sciences,Single,Manufacturing Director,2,Research & Development,4033,11,3,3,4,4,3,80,No,2,5,3,3,2,2,0,2,2,Travel_Frequently,No
1143,29,Female,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,3291,14,3,2,4,4,3,80,No,0,8,7,2,1,10,1,2,5,Travel_Frequently,No
1148,42,Male,3,Medical,Single,Laboratory Technician,2,Research & Development,4272,19,1,4,2,1,3,80,No,4,16,1,3,0,29,0,3,0,Travel_Rarely,No
1150,29,Male,1,Medical,Married,Manufacturing Director,2,Research & Development,5056,15,2,4,2,3,3,80,Yes,1,10,10,2,2,8,1,2,7,Travel_Rarely,No
1152,38,Male,3,Human Resources,Married,Human Resources,1,Human Resources,2844,13,4,3,3,4,3,80,No,1,7,7,2,0,1,5,4,6,Travel_Rarely,No
1154,28,Male,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,2703,14,2,3,3,4,3,80,Yes,1,3,3,2,2,6,0,3,1,Travel_Frequently,No
1156,18,Male,1,Medical,Single,Laboratory Technician,1,Research & Development,1904,12,3,3,3,4,3,80,No,1,0,0,0,0,8,0,3,0,Non-Travel,Yes
1157,33,Female,4,Marketing,Single,Sales Executive,2,Sales,8224,17,3,1,1,1,3,80,Yes,0,6,5,3,3,9,0,3,2,Travel_Rarely,Yes
1158,41,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,4766,11,3,4,2,1,3,80,Yes,3,6,1,4,0,12,0,3,0,Travel_Rarely,No
1160,31,Male,3,Medical,Married,Laboratory Technician,1,Research & Development,2610,12,3,3,3,3,3,80,No,1,2,2,5,2,15,2,2,2,Travel_Frequently,Yes
1161,37,Female,2,Medical,Divorced,Healthcare Representative,2,Research & Development,5731,13,2,4,3,3,3,80,No,7,9,6,2,3,25,1,3,2,Travel_Rarely,No
1162,27,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2539,13,2,3,4,3,3,80,No,1,4,4,0,2,6,2,3,2,Travel_Rarely,No
1163,34,Female,1,Life Sciences,Married,Sales Executive,2,Sales,5714,20,3,3,2,1,4,80,No,1,6,6,3,3,9,1,2,5,Travel_Rarely,No
1164,35,Male,4,Technical Degree,Single,Human Resources,1,Human Resources,4323,17,3,3,3,2,3,80,No,1,6,5,2,4,8,1,1,4,Travel_Rarely,No
1165,29,Female,1,Life Sciences,Married,Sales Executive,3,Sales,7336,13,2,1,4,1,3,80,No,1,11,11,3,10,23,3,1,8,Travel_Rarely,Yes
1166,40,Female,4,Medical,Single,Research Director,3,Research & Development,13499,17,3,3,2,3,3,80,No,9,20,18,3,13,9,2,2,7,Travel_Frequently,No
1167,42,Male,3,Life Sciences,Single,Sales Executive,4,Sales,13758,12,3,1,3,2,3,80,Yes,0,22,21,2,14,12,13,2,9,Travel_Frequently,Yes
1171,42,Male,4,Marketing,Single,Sales Executive,2,Sales,5155,13,3,1,2,4,3,80,No,7,9,6,3,5,4,1,4,4,Travel_Rarely,No
1172,35,Male,4,Medical,Married,Laboratory Technician,1,Research & Development,2258,12,2,3,4,2,3,80,No,6,10,8,2,7,1,1,3,0,Travel_Rarely,No
1173,24,Male,3,Medical,Single,Laboratory Technician,1,Research & Development,3597,22,3,2,4,4,4,80,No,8,6,4,2,2,24,1,3,3,Travel_Rarely,No
1175,28,Female,1,Life Sciences,Married,Laboratory Technician,1,Research & Development,2515,11,3,4,3,4,3,80,Yes,1,1,1,4,0,12,0,2,1,Travel_Rarely,Yes
1177,26,Male,4,Medical,Married,Laboratory Technician,1,Research & Development,4420,22,4,4,1,2,4,80,No,1,8,8,2,7,3,0,3,7,Travel_Rarely,No
1179,30,Male,3,Marketing,Married,Sales Executive,2,Sales,6578,18,2,3,3,1,3,80,No,1,10,10,3,4,10,1,3,3,Travel_Rarely,No
1180,40,Female,2,Medical,Married,Research Scientist,2,Research & Development,4422,13,2,4,3,4,3,80,Yes,3,16,1,3,0,26,0,1,1,Travel_Frequently,No
1182,35,Male,3,Life Sciences,Divorced,Manufacturing Director,3,Research & Development,10274,18,2,2,3,2,3,80,No,2,15,7,2,4,2,6,4,7,Travel_Rarely,No
1184,34,Male,3,Medical,Single,Healthcare Representative,2,Research & Development,5343,20,2,1,4,3,4,80,No,0,14,13,3,9,1,4,3,9,Travel_Frequently,No
1185,35,Male,4,Other,Married,Laboratory Technician,1,Research & Development,2376,13,2,4,4,2,3,80,No,1,2,2,2,2,4,2,4,2,Travel_Frequently,No
1188,43,Female,3,Marketing,Single,Sales Executive,2,Sales,5346,13,1,3,1,2,3,80,No,8,7,4,2,3,9,1,2,3,Travel_Rarely,Yes
1190,32,Female,1,Life Sciences,Divorced,Sales Representative,1,Sales,2827,12,3,1,3,3,3,80,No,1,1,1,3,0,2,0,3,0,Non-Travel,No
1191,56,Female,4,Technical Degree,Divorced,Manager,5,Research & Development,19943,13,3,1,4,4,3,80,No,4,28,5,2,2,4,4,3,2,Travel_Rarely,No
1192,29,Female,1,Medical,Married,Laboratory Technician,1,Research & Development,3131,13,3,4,2,1,3,80,No,1,10,10,5,8,6,0,3,8,Travel_Rarely,No
1193,19,Male,2,Life Sciences,Single,Research Scientist,1,Research & Development,2552,25,3,1,3,3,4,80,No,1,1,1,4,0,9,0,3,1,Travel_Rarely,No
1195,45,Female,3,Medical,Married,Research Scientist,1,Research & Development,4477,19,3,3,1,3,3,80,Yes,4,7,3,2,2,7,0,2,2,Travel_Rarely,No
1196,37,Female,3,Life Sciences,Married,Manufacturing Director,2,Research & Development,6474,13,2,4,4,2,3,80,No,1,14,14,2,11,1,3,2,8,Travel_Rarely,No
1198,20,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,3033,12,2,3,1,1,3,80,No,1,2,2,2,2,3,1,2,2,Travel_Rarely,No
1200,44,Male,4,Life Sciences,Single,Research Scientist,1,Research & Development,2936,11,3,3,3,3,3,80,Yes,1,6,6,4,2,10,0,3,4,Travel_Rarely,Yes
1201,53,Female,2,Medical,Divorced,Manager,5,Research & Development,18606,18,3,3,4,2,3,80,No,3,26,7,6,7,7,4,3,7,Travel_Rarely,No
1202,29,Female,1,Life Sciences,Married,Research Scientist,1,Research & Development,2168,18,1,4,2,1,3,80,Yes,0,6,5,2,3,15,1,2,4,Travel_Rarely,No
1203,22,Male,4,Life Sciences,Married,Research Scientist,1,Research & Development,2853,11,2,4,3,2,3,80,Yes,0,1,0,5,0,3,0,3,0,Travel_Frequently,Yes
1204,46,Female,3,Marketing,Married,Manager,4,Sales,17048,23,3,1,3,1,4,80,No,8,28,26,2,9,2,15,3,15,Travel_Rarely,No
1206,44,Male,3,Life Sciences,Single,Research Scientist,1,Research & Development,2290,13,1,3,4,4,3,80,No,2,6,0,3,0,17,0,3,0,Non-Travel,No
1207,33,Male,3,Human Resources,Married,Human Resources,1,Human Resources,3600,13,3,3,2,4,3,80,No,1,5,5,2,4,2,1,3,4,Travel_Rarely,No
1210,41,Male,2,Life Sciences,Divorced,Research Scientist,1,Research & Development,2107,17,2,1,1,1,3,80,No,6,5,1,2,0,5,0,1,0,Non-Travel,Yes
1211,30,Male,4,Life Sciences,Divorced,Sales Executive,2,Sales,4115,19,3,1,3,3,3,80,No,8,8,4,3,3,29,0,3,3,Travel_Rarely,No
1212,40,Male,4,Medical,Married,Sales Executive,2,Sales,4327,12,3,2,2,4,3,80,No,5,5,0,2,0,2,0,3,0,Travel_Frequently,No
1215,50,Female,3,Medical,Married,Manager,4,Research & Development,17856,22,3,1,4,3,4,80,No,2,32,2,3,2,2,2,3,2,Travel_Frequently,No
1216,28,Male,4,Medical,Married,Laboratory Technician,1,Research & Development,3196,12,2,1,4,3,3,80,No,1,6,6,2,3,19,3,3,5,Travel_Rarely,No
1217,46,Male,2,Life Sciences,Married,Research Director,5,Research & Development,19081,11,3,2,4,1,3,80,No,5,25,4,2,3,15,0,3,2,Travel_Rarely,No
1218,35,Male,4,Life Sciences,Married,Sales Executive,2,Sales,8966,15,3,1,3,4,3,80,Yes,3,15,7,2,7,17,1,3,7,Travel_Rarely,No
1219,24,Female,2,Life Sciences,Married,Laboratory Technician,1,Research & Development,2210,13,3,2,4,1,3,80,No,1,1,1,3,0,17,0,1,0,Travel_Rarely,Yes
1220,33,Female,3,Medical,Married,Sales Executive,2,Sales,4539,12,3,3,2,1,3,80,No,1,10,10,3,1,25,0,2,7,Travel_Frequently,No
1221,36,Male,4,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2741,14,1,3,3,3,3,80,No,1,7,7,4,7,6,1,3,7,Travel_Rarely,No
1224,30,Male,4,Life Sciences,Divorced,Laboratory Technician,2,Research & Development,3491,13,3,3,3,1,3,80,No,1,10,10,4,9,7,8,2,7,Travel_Rarely,No
1225,44,Male,4,Other,Single,Research Scientist,2,Research & Development,4541,25,3,4,4,2,4,80,No,1,20,20,3,17,29,13,3,11,Travel_Rarely,No
1226,20,Male,3,Marketing,Single,Sales Representative,1,Sales,2678,17,4,4,3,4,3,80,No,1,2,2,2,2,21,2,3,1,Travel_Rarely,No
1228,46,Male,4,Technical Degree,Divorced,Manufacturing Director,2,Research & Development,7379,11,3,4,4,3,3,80,No,2,12,6,3,4,2,1,2,3,Travel_Rarely,No
1231,42,Male,5,Medical,Married,Human Resources,2,Human Resources,6272,16,4,1,4,1,3,80,No,7,10,4,3,3,2,0,4,3,Non-Travel,No
1233,60,Male,4,Marketing,Divorced,Sales Executive,2,Sales,5220,18,4,4,2,2,3,80,Yes,0,12,11,3,9,7,1,3,7,Travel_Rarely,No
1234,32,Female,3,Other,Married,Laboratory Technician,1,Research & Development,2743,20,2,2,3,3,4,80,No,1,2,2,2,2,13,2,3,2,Travel_Frequently,No
1235,32,Female,2,Life Sciences,Single,Research Scientist,2,Research & Development,4998,14,3,3,4,4,3,80,Yes,4,10,8,2,7,2,0,3,7,Travel_Frequently,No
1237,36,Female,3,Technical Degree,Divorced,Manufacturing Director,3,Research & Development,10252,21,1,1,3,3,4,80,Yes,2,17,7,2,7,1,7,3,7,Travel_Rarely,No
1238,33,Male,3,Medical,Married,Research Scientist,1,Research & Development,2781,13,3,4,1,2,3,80,No,0,15,14,5,10,9,4,3,10,Travel_Rarely,No
1239,40,Female,3,Technical Degree,Divorced,Sales Executive,2,Sales,6852,12,2,2,2,2,3,80,No,7,7,5,2,3,10,1,4,1,Travel_Rarely,No
1240,25,Male,4,Life Sciences,Single,Sales Executive,2,Sales,4950,14,3,4,3,2,3,80,No,0,5,4,4,1,10,1,3,3,Travel_Rarely,No
1241,30,Male,3,Medical,Married,Research Scientist,1,Research & Development,3579,21,3,2,4,1,4,80,Yes,0,12,11,2,7,1,5,3,9,Travel_Rarely,No
1242,42,Female,5,Medical,Married,Research Director,3,Research & Development,13191,17,3,1,1,3,3,80,Yes,3,20,1,6,0,26,0,3,0,Travel_Frequently,No
1243,35,Female,2,Marketing,Married,Sales Executive,3,Sales,10377,11,2,4,3,2,3,80,Yes,4,16,13,6,12,8,4,2,2,Non-Travel,No
1244,27,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2235,14,3,1,1,4,3,80,Yes,1,9,9,3,8,14,6,2,7,Travel_Rarely,No
1245,54,Female,4,Life Sciences,Divorced,Manufacturing Director,3,Research & Development,10502,17,3,3,4,1,3,80,No,7,33,5,2,4,1,1,1,4,Travel_Frequently,No
1246,44,Female,1,Life Sciences,Married,Research Scientist,1,Research & Development,2011,13,4,4,1,4,3,80,No,1,10,10,5,7,2,7,3,5,Travel_Rarely,No
1248,19,Female,3,Medical,Single,Research Scientist,1,Research & Development,1859,25,2,2,1,2,4,80,Yes,1,1,1,2,0,10,0,4,1,Non-Travel,Yes
1249,29,Female,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,3760,15,3,4,1,1,3,80,No,1,3,3,5,2,1,1,3,2,Travel_Rarely,No
1250,54,Male,3,Life Sciences,Married,Research Director,4,Research & Development,17779,14,3,4,4,1,3,80,No,3,36,10,2,9,3,0,3,9,Travel_Rarely,No
1251,31,Male,2,Medical,Married,Healthcare Representative,2,Research & Development,6833,12,3,1,3,4,3,80,Yes,1,6,6,2,1,11,0,2,5,Travel_Rarely,No
1252,31,Female,3,Medical,Single,Healthcare Representative,2,Research & Development,6812,19,2,1,3,2,3,80,No,1,10,10,2,8,24,1,3,9,Travel_Rarely,No
1254,59,Female,3,Life Sciences,Single,Sales Executive,2,Sales,5171,17,2,4,3,4,3,80,No,5,13,6,2,5,3,0,3,1,Travel_Rarely,No
1255,43,Male,3,Life Sciences,Married,Research Director,5,Research & Development,19740,14,1,4,3,2,3,80,No,3,25,8,2,7,3,0,3,7,Travel_Rarely,No
1256,49,Male,2,Medical,Married,Manager,5,Research & Development,18711,13,2,3,1,3,3,80,No,2,23,1,2,0,4,0,4,0,Travel_Rarely,No
1257,36,Male,3,Technical Degree,Married,Research Scientist,1,Research & Development,3692,12,3,2,3,3,3,80,No,1,12,11,2,7,3,0,2,10,Travel_Frequently,No
1258,48,Male,2,Technical Degree,Single,Laboratory Technician,1,Research & Development,2559,11,4,2,4,3,3,80,No,5,7,1,4,0,2,0,2,0,Travel_Rarely,No
1259,27,Male,2,Life Sciences,Divorced,Research Scientist,1,Research & Development,2517,11,3,3,1,2,3,80,No,1,5,5,2,3,4,0,3,3,Travel_Rarely,No
